datetime_utc,id,text,retweets,favorites
2019-07-24 11:36:00+00:00,1153992334054440960,"Why didn’t Robert Mueller &, his band of 18 Angry Democrats spend any time investigating Crooked Hillary Clinton, Lyin’ &, Leakin’ James Comey, Lisa Page and her Psycho lover, Peter S, Andy McCabe, the beautiful Ohr family, Fusion GPS, and many more,  including HIMSELF &, Andrew W?",17679,72114
2019-07-24 11:43:00+00:00,1153994026099630081,"So why didn’t the highly conflicted Robert Mueller investigate how and why Crooked Hillary Clinton deleted and acid washed 33,000 Emails immediately AFTER getting a SUBPOENA from the United States Congress? She must have GREAT lawyers!",21684,94075
2019-07-24 11:53:00+00:00,1153996615692279809,"....interview, including the Vice President of the United States!",2741,11614
2019-07-24 11:53:00+00:00,1153996615025381376,It has been reported that Robert Mueller is saying that he did not apply and interview for the job of FBI Director (and get turned down) the day before he was wrongfully appointed Special Counsel. Hope he doesn’t say that under oath in the we have numerous witnesses to the.....,3128,12101
2019-07-24 11:55:00+00:00,1153997249497772032,"NO COLLUSION, NO OBSTRUCTION!",16577,88122
2019-07-24 12:10:00+00:00,1154000946046951424,KEEP AMERICA GREAT!,21635,125876
2019-07-24 12:18:00+00:00,1154003030267899905,It has been reported that Robert Mueller is saying that he did not apply and interview for the job of FBI Director (and get turned down) the day before he was wrongfully appointed Special Counsel. Hope he doesn’t say that under oath in that we have numerous witnesses to the...,16398,78163
2019-07-24 12:18:00+00:00,1154003031312261120,"....interview, including the Vice President of the United States!",11316,61170
2019-07-24 14:11:00+00:00,1154031296835928064,“This has been a disaster for the Democrats and a disaster for the reputation of Robert Mueller.” Chris Wallace @FoxNews,18416,78715
2019-07-24 14:51:00+00:00,1154041338653892608,"“Mueller was asked whether or not the investigation was impeded in any way, and he said no.” In other words, there was NO OBSTRUCTION. @KatiePavlich @FoxNews",20323,84339
2019-07-24 17:04:00+00:00,1154074799867604997,"I would like to thank the Democrats for holding this morning’s hearing. Now, after 3 hours, Robert Mueller has to subject himself to #ShiftySchiff - an Embarrassment to our Country!",23047,107122
2019-07-24 18:08:00+00:00,1154091059846221826,https://t.co/wiOTBHQYt6,13684,50765
2019-07-24 18:16:00+00:00,1154092988521431042,https://t.co/tNxUyfQIgD,12943,48511
2019-07-24 19:33:00+00:00,1154112475002036234,TRUTH IS A FORCE OF NATURE!,43784,197491
2019-07-24 21:29:00+00:00,1154141457743319040,"“The kind of questions the White House Correspondents were asking is almost like they didn’t see what went on at the hearings!” @JesseBWatters  The hearings were a disaster for Robert Mueller &, the Democrats. Nevertheless, the Fake News Media will try to make the best out of it!",12044,53173
2019-07-24 21:33:00+00:00,1154142630487494657,Even Michael Moore agrees that the Dems and Mueller blew it! https://t.co/ZFPb50vi4v,15882,65483
2019-07-24 21:45:00+00:00,1154145507016683526,"“Impeachment’s over!”
@TerryMoran @ABCPolitics https://t.co/8J9ixCSnZC",11239,44907
2019-07-24 21:52:00+00:00,1154147298684874752,https://t.co/yoWCQLM8Ad,25654,91964
2019-07-24 22:18:00+00:00,1154153881829597189,"The Democrats had nothing...
https://t.co/VUIMndS4lZ",11988,54586
2019-07-24 22:22:00+00:00,1154154948747284481,The Democrats lost so BIG today. Their Party is in shambles right now...https://t.co/WDnGSOFzZU,16107,70186
2019-07-24 22:45:00+00:00,1154160788329967619,“The Media’s Mueller Meltdown” @JesseBWatters https://t.co/EXdlk45ovU,10673,38538
2019-07-24 23:33:00+00:00,1154172696655253505,https://t.co/q5tjNpEzH0,20606,70823
2019-07-25 00:42:00+00:00,1154190198990880769,Thank you @GOPLeader McCarthy! https://t.co/0N4AeoRWK9,11724,48376
2019-07-25 00:48:00+00:00,1154191685972373505,Thank you @RepDougCollins! https://t.co/Lwc2ns2mQt,11908,47744
2019-07-25 00:52:00+00:00,1154192781583294470,Thank you Rep. @Jim_Jordan! https://t.co/w9tF8xur44,18277,75780
2019-07-25 00:58:00+00:00,1154194140357439489,Thank you Rep. @DevinNunes! https://t.co/sifmkN7HDz,17238,68774
2019-07-25 01:55:00+00:00,1154208645565100032,Thank you @TuckerCarlson @KimStrassel! https://t.co/kw9oGcRzrt,8779,37738
2019-07-25 02:06:00+00:00,1154211226081251331,Great job @ChrisPlanteShow! https://t.co/ouTaP7WdFn,8355,34784
2019-07-25 02:09:00+00:00,1154212147955732480,"""THE WITCH HUNT IS OVER!"" @SeanHannity https://t.co/OUoIm4onJt",13710,55507
2019-07-25 02:18:00+00:00,1154214345259257856,.@JaySekulow and @RudyGiuliani on @SeanHannity moments ago... https://t.co/Ecz4K3sOwh,8955,34581
2019-07-25 02:22:00+00:00,1154215255817510912,Thank you @MarkLevinShow! https://t.co/j4Y4kjrmdf,10683,44422
2019-07-25 02:31:00+00:00,1154217574714019841,"Appreciate it @LindseyGrahamSC, thank you! https://t.co/cGugEIXNOD",13257,54211
2019-07-25 11:06:00+00:00,1154347111145598976,"“Yesterday changed everything, it really did clear the President. He wins.” @ainsleyearhardt  “It changed everything in favor of the President, who said all along this investigation is rooted in nothing. Mueller was exposed as being best friends with Comey. Today, you say.....",17139,94963
2019-07-25 11:06:00+00:00,1154347115063250944,"...impeachment, you have a Party of one. It’s over.” @kilmeade  “Nancy said, Jerry, please sit down. Very bad idea. We discovered that after putting so much time &, energy into the Mueller Report, it turns out Mueller didn’t know what was in his Report.” @SteveDoocy @foxandfriends",14739,82510
2019-07-25 11:54:00+00:00,1154359332252860416,Fox Poll say best Economy in DECADES!,14024,80952
2019-07-25 12:07:00+00:00,1154362522830614534,"President Trump’s Approval Rating on Economy is at 52%, a 4 point jump. Fox Poll @foxandfriends  Shouldn’t this be at 100%? Best stock market, economy and unemployment numbers ever! Most people working within U.S. ever! Low interest rates, very low inflation! Country doing great!",15580,75370
2019-07-25 12:37:00+00:00,1154370118215974912,Mark Levin will be on @foxandfriends now! Great guy.,5233,37012
2019-07-25 12:39:00+00:00,1154370553911873537,Mark Levin on @foxandfriends now! Great guy.,5705,37377
2019-07-25 13:00:00+00:00,1154375992938549248,House Republicans should support the TWO YEAR BUDGET AGREEMENT which greatly helps our Military and our Vets. I am totally with you!,11267,62991
2019-07-25 17:04:00+00:00,1154437212118966272,"Beautiful Welcome Ceremony at the Pentagon this morning for our new Secretary of Defense, Mark @EsperDoD! https://t.co/qYDkjmqnOd",10249,48400
2019-07-25 18:03:00+00:00,1154452163470483456,"...What took place was completely unacceptable, and will not be tolerated. Bill de Blasio should act immediately!",17547,99486
2019-07-25 18:03:00+00:00,1154452162199601152,We love our Law Enforcement Officers all around this great Country. What took place in NYC with water being tossed on NYPD officers was a total disgrace. It is time for @NYCMayor @BilldeBlasio to STAND UP for those who protect our lives and serve us all so well...,26513,132629
2019-07-25 21:19:00+00:00,1154501344323080192,"Very disappointed in Prime Minister Stefan Löfven for being unable to act. Sweden has let our African American Community down in the United States. I watched the tapes of A$AP Rocky, and he was being followed and harassed by troublemakers. Treat Americans fairly! #FreeRocky",46487,211338
2019-07-25 21:24:00+00:00,1154502673514684416,Give A$AP Rocky his FREEDOM. We do so much for Sweden but it doesn’t seem to work the other way around. Sweden should focus on its real crime problem! #FreeRocky,84273,304949
2019-07-25 23:25:00+00:00,1154533077986603008,I am pleased to announce the House has passed our budget deal 284-149. Great for our Military and our Vets. A big thank you!,16282,99451
2019-07-26 02:08:00+00:00,1154755462925099008,"Apple will not be given Tariff wavers, or relief, for Mac Pro parts that are made in China. Make them in the USA, no Tariffs!",7744,32459
2019-07-26 10:36:00+00:00,1154701992280907777,“Intelligence Community disappointed Mueller didn’t investigate the Steele Dossier.” @TuckerCarlson @FoxNews ...And plenty of other things!,12761,57440
2019-07-26 10:46:00+00:00,1154704516463415296,"“Taken for Granted,” a wonderful new book by Gianni Caldwell on how Conservatism can win back the Americans that Liberalism Failed. Full Endorsement!",864,3762
2019-07-26 11:00:00+00:00,1154708142866993152,"“Taken for Granted,” a wonderful new book by Gianno Caldwell on how Conservatism can win back the Americans that Liberalism failed, has my full Endorsement!",14479,70961
2019-07-26 13:58:00+00:00,1154752801504931840,"....the fact that I have gone through a three year vicious Witch Hunt, perpetrated by the Lamestream Media in Collusion with Crooked and the Democrat Party, there can be NO WAY, with the greatest Economy in U.S. history, that I can be losing to the Sleepy One. KEEP AMERICA GREAT!",15529,89408
2019-07-26 13:58:00+00:00,1154752797637783552,".@FoxNews is at it again. So different from what they used to be during the 2016 Primaries, &, before - Proud Warriors! Now new Fox Polls, which have always been terrible to me (they had me losing BIG to Crooked Hillary), have me down to Sleepy Joe. Even considering.....",14269,77244
2019-07-26 14:02:00+00:00,1154753932259991552,"There may or may not be National Security concerns with regard to Google and their relationship with China. If there is a problem, we will find out about it. I sincerely hope there is not!!!",17811,85328
2019-07-26 14:40:00+00:00,1154763413358370816,Q2 GDP Up 2.1% Not bad considering we have the very heavy weight of the Federal Reserve anchor wrapped around our neck. Almost no inflation. USA is set to Zoom!,13279,62377
2019-07-26 15:25:00+00:00,1154774656861257732,"Apple will not be given Tariff waiver, or relief, for Mac Pro parts that are made in China. Make them in the USA, no Tariffs!",19914,95917
2019-07-26 16:32:00+00:00,1154791664625606657,"France just put a digital tax on our great American technology companies. If anybody taxes them, it should be their home Country, the USA. We will announce a substantial reciprocal action on Macron’s foolishness shortly. I’ve always said American wine is better than French wine!",38455,166577
2019-07-26 18:17:00+00:00,1154817932540690432,"Great morning at the Pentagon yesterday. Congratulations to our new Defense Secretary, Mark @EsperDoD! https://t.co/zqtA4XytJA",11769,62225
2019-07-26 18:29:00+00:00,1154821023197474817,The WTO is BROKEN when the world’s RICHEST countries claim to be developing countries to avoid WTO rules and get special treatment. NO more!!! Today I directed the U.S. Trade Representative to take action so that countries stop CHEATING the system at the expense of the USA!,23571,96539
2019-07-26 21:59:00+00:00,1154873893204713479,“@DHSgov @DHSMcAleenan Puts Guatemalan Migrants on Fast Track Home” https://t.co/SrkbGqsqvv,14028,52984
2019-07-26 22:18:00+00:00,1154878670739300358,https://t.co/nr9bDv3Ktq,16245,56317
2019-07-26 22:37:00+00:00,1154883345546928128,"Wow! Big VICTORY on the Wall. The United States Supreme Court overturns lower court injunction, allows Southern Border Wall to proceed. Big WIN for Border Security and the Rule of Law!",41728,178129
2019-07-27 00:21:00+00:00,1154909622580449286,https://t.co/9jgdUE5BF8,27624,112180
2019-07-27 11:14:00+00:00,1155073965880172544,"....As proven last week during a Congressional tour, the Border is clean, efficient &, well run, just very crowded. Cumming District is a disgusting, rat and rodent infested mess. If he spent more time in Baltimore, maybe he could help clean up this very dangerous &, filthy place",25215,120558
2019-07-27 11:14:00+00:00,1155073964634517505,"Rep, Elijah Cummings has been a brutal bully, shouting and screaming at the great men &, women of Border Patrol about conditions at the Southern Border, when actually his Baltimore district is FAR WORSE and more dangerous. His district is considered the Worst in the USA......",31026,134758
2019-07-27 11:24:00+00:00,1155076476930338816,Why is so much money sent to the Elijah Cummings district when it is considered the worst run and most dangerous anywhere in the United States. No human being would want to live there. Where is all this money going? How much is stolen? Investigate this corrupt mess immediately!,38350,151352
2019-07-27 19:55:00+00:00,1155205025121132545,"Consideration is being given to declaring ANTIFA, the gutless Radical Left Wack Jobs who go around hitting (only non-fighters) people over the heads with baseball bats, a major Organization of Terror (along with MS-13 &, others). Would make it easier for police to do their job!",35813,133464
2019-07-27 20:15:00+00:00,1155210027025797121,"The Democrats were trying mightily to revive the badly &, irrevocably tarnished Witch Hunt Hoax until Robert Mueller put on the greatest display of ineptitude &, incompetence that the Halls of Congress have ever seen. Truth is, he had no facts on his side. Nothing he could do!",15888,71061
2019-07-27 20:24:00+00:00,1155212397382176768,"The Dems are now coming out of shock from the terrible Mueller performance, and are starting to spin impeachment all over again. How sick &, disgusting and bad for our Country are they. What they are doing is so wrong, but they do it anyway. Dems have become the do nothing Party!",19366,88265
2019-07-27 20:51:00+00:00,1155219288191569920,"Such a big victory of our Country! “Supreme Court approves Trump Administration plan to use Military Funds for the Wall.” @FoxNews  We will be fully reimbursed for this expenditure, over time, by other countries.",14549,67379
2019-07-27 21:10:00+00:00,1155223906959147008,"Democrats don’t care about Border Security. They refuse to give the votes necessary to fix the Loopholes and Asylum. Would be so easy! They want Open Borders, which means CRIME,CRIME,CRIME!",17470,74847
2019-07-27 21:35:00+00:00,1155230324374343688,"Elijah Cummings spends all of his time trying to hurt innocent people through “Oversight.” He does NOTHING for his very poor, very dangerous and very badly run district! Take a look.... #BlacksForTrump2020 https://t.co/seNVESZUht",26065,76895
2019-07-27 21:55:00+00:00,1155235323938508800,"We gave Nadler and his Trump hating Dems the complete Mueller Report (we didn’t have to), and even Mueller himself, but now that both were a total BUST, they say it wasn’t good enough. Nothing will ever be good enough for them. Witch Hunt!",21045,96160
2019-07-27 22:15:00+00:00,1155240345585750016,"NO COLLUSION, NO OBSTRUCTION, TOTAL EXONERATION. DEMOCRAT WITCH HUNT!",20160,113370
2019-07-28 01:50:00+00:00,1155294433497235457,".@RepCummings, why don’t you focus on your district!? https://t.co/F3Ej0Z21PZ",22426,79944
2019-07-28 02:02:00+00:00,1155297355203305476,.@RepCummings — your district! https://t.co/JV4SF8ykCT,22290,69323
2019-07-28 02:13:00+00:00,1155300165634314240,Thanks @JudgeJeanine! https://t.co/chj7JPbWo1,12157,46288
2019-07-28 02:43:00+00:00,1155307666417377281,Thank you @GOPLeader! https://t.co/v7sQt7DDWK,9599,38892
2019-07-28 03:14:00+00:00,1155315497426182144,https://t.co/9fnYIzjKQX,10381,37239
2019-07-28 03:14:00+00:00,1155315616171155456,Thank you @MarkLevinShow! https://t.co/G3f6QBNSMa,12970,44795
2019-07-28 03:28:00+00:00,1155319124127571969,"....Robert Mueller’s testimony, and the Mueller Report itself, was a disaster for this illegal Democrat inspired Witch Hunt. It is an embarrassment to the USA that they don’t know how to stop. They can’t help themselves, they are totally lost, they are Clowns!",14665,78064
2019-07-28 03:28:00+00:00,1155319122504364032,"“One of the biggest things to come out of Mueller’s testimony was the fact that when he was asked, was there ANYTHING that impeded your investigation, the answer was a clear, unequivocal, NO.” Misty Marris  @FoxNews  True, but many other great “exonerating” things came out.....",14811,77912
2019-07-28 03:35:00+00:00,1155320921068056576,"So sad that Elijah Cummings has been able to do so little for the people of Baltimore. Statistically, Baltimore ranks last in almost every major category. Cummings has done nothing but milk Baltimore dry, but the public is getting wise to the bad job that he is doing!",22166,97755
2019-07-28 03:49:00+00:00,1155324390793515008,"The real Collusion, the Conspiracy, the Crime, was between the Clinton Campaign, the DNC, Fusion GPS, Christopher Steele.....(and many others including Comey, McCabe, Lisa Page and her lover, Ohr and his wonderful wife, and on and on!). @replouiegohmert",18083,69938
2019-07-28 04:02:00+00:00,1155327625088438272,"The Democrats are still doing the Russians dirty work as they continue to push the fake crime. Media credibility is now shot, Democrat credibility is shot, they’ve wasted over 100 hearings on a Hoax, they’ve done nothing on Infrastructure, drug prices, trade....@JesseBWatters",14638,60511
2019-07-28 04:17:00+00:00,1155331480559788032,https://t.co/9jgdUE5BF8,14392,62783
2019-07-28 06:18:00+00:00,1155543119691206657,RT @KTHopkins: Trump: Baltimore is a violent place. (Highest homicide rate in USA /  @BaltimorePolice civilian employee assaulted in stre...,15977,0
2019-07-28 10:56:00+00:00,1155431717529948162,"“If it weren’t for Donald Trump, we would never know how corrupt these Democrats are, we would never know for sure that there was a Deep State. Now we know it.” @JudgeJeanine",25479,103439
2019-07-28 11:28:00+00:00,1155439940618129408,"....a look, the facts speak far louder than words! The Democrats always play the Race Card, when in fact they have done so little for our Nation’s great African American people. Now, lowest unemployment in U.S. history, and only getting better. Elijah Cummings has failed badly!",25628,131719
2019-07-28 11:28:00+00:00,1155439938684575744,"Someone please explain to Nancy Pelosi, who was recently called racist by those in her own party, that there is nothing wrong with bringing out the very obvious fact that Congressman Elijah Cummings has done a very poor job for his district and the City of Baltimore. Just take...",27365,137136
2019-07-28 11:39:00+00:00,1155442764940812290,"Speaking of failing badly, has anyone seen what is happening to Nancy Pelosi’s district in San Francisco. It is not even recognizeable lately. Something must be done before it is too late. The Dems should stop wasting time on the Witch Hunt Hoax and start focusing on our Country!",28124,113662
2019-07-28 12:12:00+00:00,1155450979514560512,"“Elijah Cummings has had his chance to address it (crime &, conditions in Baltimore) for decades, and he hasn’t gotten it done.” @PeteHegseth @foxandfriends  How can he get it done when he just wants to use his Oversight Committee to hurt innocent people and divide our Country!",19764,75935
2019-07-28 18:35:00+00:00,1155547255916642305,"There is nothing racist in stating plainly what most people already know, that Elijah Cummings has done a terrible job for the people of his district, and of Baltimore itself. Dems always play the race card when they are unable to win with facts. Shame!",36569,161928
2019-07-28 19:18:00+00:00,1155558122163003393,"If racist Elijah Cummings would focus more of his energy on helping the good people of his district, and Baltimore itself, perhaps progress could be made in fixing the mess that he has helped to create over many years of incompetent leadership. His radical “oversight” is a joke!",23534,103607
2019-07-28 19:34:00+00:00,1155562212032991233,"Under the Trump Administration, African American unemployment is the lowest (best) in the history of the United States. No President has come close to doing this before! I also created successful Opportunity Zones. Waiting for Nancy and Elijah to say, “Thank you, Mr. President!”",23995,113444
2019-07-28 20:45:00+00:00,1155580140392501248,"I am pleased to announce that highly respected Congressman John Ratcliffe of Texas will be nominated by me to be the Director of National Intelligence. A former U.S. Attorney, John will lead and inspire greatness for the Country he loves. Dan Coats, the current Director, will....",20805,103583
2019-07-28 20:45:00+00:00,1155580142225383425,....be leaving office on August 15th. I would like to thank Dan for his great service to our Country. The Acting Director will be named shortly.,12925,75490
2019-07-29 01:47:00+00:00,1155656149078876160,"“If the Democrats would have closed the Loopholes two years ago when President Trump asked them to do so, none of this stuff would have happened.” @ThomasHomanICE",14360,68558
2019-07-29 01:51:00+00:00,1155657137076527104,"“The Democrats hate this President so much, they’re forgetting about their duty to secure our Border.” @ThomasHomanICE  @SteveHiltonx Sad but true!",14899,69155
2019-07-29 03:08:00+00:00,1155676540631506944,"Law Enforcement is at the scene of shootings in Gilroy, California. Reports are that shooter has not yet been apprehended. Be careful and safe!",13133,70445
2019-07-29 10:04:00+00:00,1155781022014955525,"Good luck with the book George, should do well! https://t.co/Rdti0VyFLd",11237,49703
2019-07-29 10:30:00+00:00,1155787721576779776,"I have known Al for 25 years. Went to fights with him &, Don King, always got along well. He “loved Trump!” He would ask me for favors often. Al is a con man, a troublemaker, always looking for a score. Just doing his thing. Must have intimidated Comcast/NBC. Hates Whites &, Cops! https://t.co/ZwPZa0FWfN",22063,80909
2019-07-29 10:49:00+00:00,1155792447429054465,"Baltimore, under the leadership of Elijah Cummings, has the worst Crime Statistics in the Nation. 25 years of all talk, no action! So tired of listening to the same old Bull...Next, Reverend Al will show up to complain &, protest. Nothing will get done for the people in need. Sad!",21984,91175
2019-07-29 11:04:00+00:00,1155796277248057345,"If the Democrats are going to defend the Radical Left “Squad” and King Elijah’s Baltimore Fail, it will be a long road to 2020. The good news for the Dems is that they have the Fake News Media in their pocket!",16282,70745
2019-07-29 11:26:00+00:00,1155801677485789184,"Al Sharpton would always ask me to go to his events. He would say, “it’s a personal favor to me.” Seldom, but sometimes, I would go. It was fine. He came to my office in T.T. during the presidential campaign to apologize for the way he was talking about me. Just a conman at work!",22389,97913
2019-07-29 11:48:00+00:00,1155807406812782592,"The E.U. and China will further lower interest rates and pump money into their systems, making it much easier for their manufacturers to sell product. In the meantime, and with very low inflation, our Fed does nothing - and probably will do very little by comparison. Too bad!",12324,53874
2019-07-29 12:46:00+00:00,1155822023245012992,"....even to new heights of success and glory, but not with King Elijah and that crew. When the leaders of Baltimore want to see the City rise again, I am in a very beautiful oval shaped office waiting for your call!",20051,110728
2019-07-29 12:46:00+00:00,1155822020845809669,"Crazy Bernie Sanders recently equated the City of Baltimore to a THIRD WORLD COUNTRY! Based on that statement, I assume that Bernie must now be labeled a Racist, just as a Republican would if he used that term and standard! The fact is, Baltimore can be brought back, maybe......",26320,128025
2019-07-29 13:18:00+00:00,1155829888701673472,"The Fed “raised” way too early and way too much. Their quantitative tightening was another big mistake. While our Country is doing very well, the potential wealth creation that was missed, especially when measured against our debt, is staggering. We are competing with other.....",13417,66331
2019-07-29 13:18:00+00:00,1155829890903617536,"....countries that know how to play the game against the U.S. That’s actually why the E.U. was formed....and for China, until now, the U.S. has been “easy pickens.” The Fed has made all of the wrong moves. A small rate cut is not enough, but we will win anyway!",11828,60403
2019-07-29 17:29:00+00:00,1155893122578206720,Looking forward to my meeting at 2:00 P.M. with wonderful Inner City Pastors!,12095,66672
2019-07-29 19:10:00+00:00,1155918542442770432,"It is the 25th Anniversary of a GREAT Organization run by people who truly love our Country, @JudicialWatch. On behalf of all Americans, I thank them! @TomFitton https://t.co/aXv47spgjS",17914,68012
2019-07-29 20:28:00+00:00,1155938087886700544,"The Republican Party has a new STAR, his name is Daniel Cameron (@djaycameron), and he is running for Attorney General of the Commonwealth of Kentucky....",14745,75426
2019-07-29 20:28:00+00:00,1155938089044307970,"....He is tough on Crime, Strong on Borders, and will fight for our Second Amendment. Daniel will never let you down. He has my Full and Complete Endorsement!",11546,65197
2019-07-29 20:40:00+00:00,1155941248705761280,"Just remember, the Iranians never won a war, but never lost a negotiation!",17563,91615
2019-07-29 22:24:00+00:00,1155967243835940864,"Senator Cindy Hyde-Smith is doing a GREAT JOB for the people of Mississippi and fully supports our #MAGA Agenda. Cindy is tough on Crime, Strong on the Border and Illegal Immigration....",14048,75614
2019-07-29 22:24:00+00:00,1155967245308190720,....She loves our Military and our Vets and protects our Second Amendment. Cindy has my Full and Total Endorsement! #MAGA,10779,62829
2019-07-30 01:34:00+00:00,1156015173997432838,"Elijah Cummings never even went to the Southern Border and then he screams at the very good people who, despite Congresses failure to fix the Loopholes and Asylum, make it work (crossings are way down and the Wall is being built). Even with zero Dem help, Border getting strong!",19008,80815
2019-07-30 01:45:00+00:00,1156017961766756353,"Baltimore’s numbers are the worst in the United States on Crime and the Economy. Billions of dollars have been pumped in over the years, but to no avail. The money was stolen or wasted. Ask Elijah Cummings where it went. He should investigate himself with his Oversight Committee!",26542,104528
2019-07-30 02:46:00+00:00,1156033183697080320,"“I don’t know what it’s going to take. A lot of Democratic run cities all over America look like this, it’s not just Baltimore, unfortunately.” Kimberly Klacik, Baltimore journalist  Remember, Vote for Trump, what the h.... do you have to lose? Best unemployment numbers!",21762,96085
2019-07-30 04:47:00+00:00,1156244863161110528,RT @LYNNTHO06607841: @SenSchumer @senatemajldr DEMOCRATS ARE THE ONLY ONES INTERFERING IN OUR ELECTIONS. 🤨 WHY DO YOU THINK THEY SO STRONGL...,4672,0
2019-07-30 10:38:00+00:00,1156152107893960705,"Somali refugees arresed in Tucson on way to Egypt. They were in touch with an agent posing as a terrorist. One of them stated, “The best wake up call is Islamic State to get victory or another 9/11.” Get smart people! #MAGA #KAG @foxandfriends",18522,59721
2019-07-30 10:43:00+00:00,1156153429171085313,"Despite the Democrats wanting very unsafe Open Borders &, refusing to change the Loopholes &, Asylum, tremendous progress is being made the the Southern Border. We all waited because we assumed the Dems would ultimately be forced to change the horrible Immigration Laws.They didn’t!",12844,55024
2019-07-30 11:09:00+00:00,1156159999833513984,"China is doing very badly, worst year in 27 - was supposed to start buying our agricultural product now - no signs that they are doing so. That is the problem with China, they just don’t come through. Our Economy has become MUCH larger than the Chinese Economy is last 3 years....",16208,85286
2019-07-30 11:10:00+00:00,1156160004132675584,"..My team is negotiating with them now, but they always change the deal in the end to their benefit. They should probably wait out our Election to see if we get one of the Democrat stiffs like Sleepy Joe. Then they could make a GREAT deal, like in past 30 years, and continue",11648,65010
2019-07-30 11:10:00+00:00,1156160014173822977,"...to ripoff the USA, even bigger and better than ever before. The problem with them waiting, however, is that if &, when I win, the deal that they get will be much tougher than what we are negotiating now...or no deal at all. We have all the cards, our past leaders never got it!",12751,71246
2019-07-30 12:11:00+00:00,1156175364802142209,"Wow! Morning Joe &, Psycho ratings have really crashed. Very small audience. People are tired of hearing Fake News delivered with an anger that is not to be believed. Sad, when the show was sane, they helped get me elected. Thanks! Was on all the time. Lost all of its juice!",15902,82841
2019-07-30 12:11:00+00:00,1156175371332706304,....@foxandfriends,5685,36775
2019-07-30 12:15:00+00:00,1156176532773191686,"Senate is working hard on America’s Transportation Infrastructure Act. Will have BIG IMPACT on our highways and roads all across our Nation. Interest strong from Republicans and Democrats. Do I hear the beautiful word, BIPARTISAN? Get it done. I am with you!",13837,62624
2019-07-30 12:40:00+00:00,1156182666871549952,"China has lost 5 million jobs and two million manufacturing jobs due to the Trump Tariffs. Trumps got China back on its heels, and the United States is doing great. @AndyPuzder @MariaBartiromo",12292,54018
2019-07-30 13:52:00+00:00,1156200909791268864,"....Don’t watch show, but heard Mika said I asked to preside over their marriage. Not true—does anyone really believe that? They were married by Elijah, King of Baltimore!",12400,67700
2019-07-30 13:52:00+00:00,1156200908537118720,"Just reminded my staff that Morning Joe &, Psycho were with me in my room, at their request, the night I won New Hampshire. Likewise, followed me to other states....",14138,80146
2019-07-30 13:55:00+00:00,1156201546008469504,"Heading to Jamestown, Virginia. Word is the Democrats will make it as uncomfortable as possible, but that’s ok because today is not about them!",14017,70934
2019-07-30 16:23:00+00:00,1156238853054881793,Great reception in Jamestown by both REPUBLICANS & DEMOCRATS. Respect for our Country’s incredible Heritage. Thank you!,11424,61673
2019-07-30 16:41:00+00:00,1156243330952507394,"We should immediately pass Voter ID @Voteridplease to insure the safety and sanctity of our voting system. Also, Paper Ballots as backup (old fashioned but true!). Thank you!",37639,128931
2019-07-30 16:43:00+00:00,1156243941039267842,Thank you Amy! https://t.co/NiwkdBGVA9,15862,55694
2019-07-30 16:52:00+00:00,1156246086803214337,Thank you Eric! https://t.co/Cq2w0we6kp,25996,67638
2019-07-30 19:58:00+00:00,1156292955482836992,https://t.co/sPd4GF6wxu,13899,53278
2019-07-30 23:26:00+00:00,1156345333997363200,"Wow! A federal Judge in the Southern District of N.Y. completely dismissed a lawsuit brought by the Democratic National Committee against our historic 2016 campaign for President. The Judge said the DNC case was “entirely divorced” from the facts, yet another total &, complete....",28556,124078
2019-07-30 23:26:00+00:00,1156345335087804422,"....vindication &, exoneration from the Russian, WikiLeaks and every other form of HOAX perpetrated by the DNC, Radical Democrats and others. This is really big “stuff” especially coming from a highly respected judge who was appointed by President Clinton. The Witch Hunt Ends!",22808,106683
2019-07-31 07:56:00+00:00,1156654945078325249,"The Prosecutors who lost the case against SEAL Eddie Gallagher (who I released from solitary confinement so he could fight his case properly), were ridiculously given a Navy Achievement Medal....",13,16
2019-07-31 07:56:00+00:00,1156654946013634562,"....Not only did they lose the case, they had difficulty with respect to information that may have been obtained from opposing lawyers and for giving immunity in a totally incompetent fashion....",14,12
2019-07-31 07:56:00+00:00,1156654946944737280,....I have directed the Secretary of the Navy Richard Spencer and Chief of Naval Operations John Richardson to immediately withdraw and rescind the awards. I am very happy for Eddie Gallagher and his family!,3,3
2019-07-31 14:08:00+00:00,1156567209528975360,"Such a great victory in court yesterday on the Russian Hoax, the greatest political scam in the history of our Country. TREASON! Hopefully, the Attorney Generel of the United States, and all of those working with him, will find out, in great detail, what happened. NEVER AGAIN!!!!",22227,93790
2019-07-31 14:20:00+00:00,1156570437188497410,"If I hadn’t won the 2016 Election, we would be in a Great Recession/Depression right now. The people I saw on stage last night, &, you can add in Sleepy Joe, Harris, &, the rest, will lead us into an economic sinkhole the likes of which we have never seen before. With me, only up!",21872,99636
2019-07-31 14:36:00+00:00,1156574362918686720,“The lesser of two Socialists is still a Socialist!” Senator John Kennedy of Louisiana,16369,73884
2019-07-31 15:10:00+00:00,1156582800084099072,"Lowering drug prices for many Americans - including our great seniors! At my direction, @HHSGov @SecAzar just released a Safe Importation Action Plan. Our Governors will be very happy too! @GovRonDeSantis @GovofCO https://t.co/VIxmZWgYM2",10847,43350
